Hs,Tp,Direction,damp_config,heave_std,heave_max,pitch_std,pitch_max,roll_std,roll_max
4.0,13.080000000000002,90,linhigh,0.9040377313949106,-0.6780443352954955,1.9893386363983154,-3.853451430182739,-0.8944820868728919,0.15722810808556553
4.0,13.080000000000002,135,linhigh,0.9062585684950113,-0.42730534446399804,1.9255598783493042,-1.6970134332557354,-0.9200954001062801,0.27968689841386074
4.0,13.080000000000002,180,linhigh,0.9436933448443007,3.2356266212812943,2.321401357650757,13.402880809068552,-0.8879124187629519,0.2345632683382747
2.0,4.36,0,quadhigh,0.12717263631279394,1.7176893665622763,-0.5166854858398438,6.208701010893781,-0.9410249107126837,0.30319875042329325
2.0,4.36,45,quadhigh,0.13732436211958654,-0.4225013152083762,-0.49448904395103455,-1.5681488945153395,-0.9405073495523797,0.31434531952967065
2.0,4.36,90,quadhigh,0.12215127055754497,0.03542786158588185,-0.5596413016319275,0.3473138386346788,-0.9406808734254705,0.29049566463868426
2.0,4.36,135,quadhigh,0.13361103884552947,0.1859362685971116,-0.46317994594573975,0.9517234681480427,-0.9383634288573155,0.30848207891843205
2.0,4.36,180,quadhigh,0.15609871501968445,1.8817019350753696,-0.4221642315387726,7.317862850393095,-0.9415364896470197,0.30812027995409325
4.0,4.36,0,quadhigh,0.2004257779866446,3.2506879809143197,-0.2741970121860504,11.724095315412114,-0.9413964862594449,0.2452541732210852
4.0,4.36,45,quadhigh,0.22021284016911974,-0.8448161705102528,-0.2823527753353119,-3.4357277327153373,-0.9459966396490733,0.2914421158312639
4.0,4.36,90,quadhigh,0.18639665847155626,0.08345991101774075,-0.3731484115123749,0.5828840749006563,-0.9494258152682472,0.2665497563367417
4.0,4.36,135,quadhigh,0.21487958390594955,0.34861423390510804,-0.22611363232135773,1.6611096901099174,-0.9424094831880044,0.3250369002341701
4.0,4.36,180,quadhigh,0.2621629600337153,3.795597870847476,-0.13384443521499634,14.522795539968515,-0.952404660700234,0.375839716909891
2.0,6.540000000000001,0,quadhigh,0.3320989691275133,1.9953404219333915,0.03384637087583542,7.383210506330738,-0.9320568525644436,0.29498227950218403
